,AKBNK,AKBNK,AKBNK,ASELS,ASELS,ASELS,FROTO,FROTO,FROTO,SISE,SISE,SISE
,open,close,volume,open,close,volume,open,close,volume,open,close,volume
date,,,,,,,,,,,,
2000-06-16 00:00:00+00:00,0.5498650074005127,0.5498650074005127,13835060,0.1302639991044998,0.1302639991044998,1751831,3.25,3.25,537820000,0.2439620047807693,0.2403749972581863,4294576
2000-06-19 00:00:00+00:00,0.5732640027999878,0.5732640027999878,18790327,0.1302639991044998,0.1302639991044998,6749489,3.25,3.25,333880050,0.2475499957799911,0.2439620047807693,5345123
2000-06-20 00:00:00+00:00,0.5849630236625671,0.5849630236625671,18221235,0.1341529935598373,0.1341529935598373,11364275,3.299999952316284,3.299999952316284,325730000,0.2511380016803741,0.2475499957799911,6345277
2000-06-21 00:00:00+00:00,0.5791130065917969,0.5791130065917969,3887096,0.1322090029716491,0.1322090029716491,1769319,3.400000095367432,3.400000095367432,435870000,0.2475499957799911,0.2439620047807693,3459241
2000-06-22 00:00:00+00:00,0.5791130065917969,0.5791130065917969,7143855,0.1322090029716491,0.1322090029716491,6510220,3.400000095367432,3.400000095367432,385560600,0.2511380016803741,0.2475499957799911,4082347
2000-06-23 00:00:00+00:00,0.5791130065917969,0.5791130065917969,7983134,0.1322090029716491,0.1322090029716491,2541338,3.400000095367432,3.400000095367432,302100000,0.2511380016803741,0.2439620047807693,1869518
2000-06-26 00:00:00+00:00,0.5732640027999878,0.5732640027999878,2161605,0.1322090029716491,0.1322090029716491,752479,3.3499999046325684,3.3499999046325684,621791670,0.2475499957799911,0.2439620047807693,675869
2000-06-27 00:00:00+00:00,0.5615649819374084,0.5615649819374084,7450019,0.1263760030269622,0.1263760030269622,646264,3.299999952316284,3.299999952316284,143790000,0.2403749972581863,0.2403749972581863,962161
2000-06-28 00:00:00+00:00,0.5674139857292175,0.5674139857292175,16642848,0.1283199936151504,0.1283199936151504,2309342,3.3499999046325684,3.3499999046325684,137009990,0.2475499957799911,0.2403749972581863,5185368
2000-06-29 00:00:00+00:00,0.5674139857292175,0.5674139857292175,13570527,0.1283199936151504,0.1283199936151504,644207,3.3499999046325684,3.3499999046325684,48140000,0.2475499957799911,0.2439620047807693,5624307
